TCP x,TCP y,TCP z,eef x,eef y,eef z,Cr(rzyz),Pitch(rzyz),Roll(rzyz),Manipulability,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
0.5,0,0.1,0.53,-0.08,0.2800000000000001,-90,90.0,-90.0,0.06726392055559717,0.43993238570960885,-0.16932602126829444,1.1155041085455295,-0.0006012833261660284,0.6249027718479051,2.0115687678280443
0.5,0,0.1,0.5496832983968737,-0.06950949475004985,0.2800000000000001,-75,90.0,-90.0,0.059664465887586345,0.43265649382327237,-0.2738191423694936,1.1941288507149177,0.001429330687657904,0.65094304026935,1.7404740059357577
0.5,0,0.1,0.5542820323027551,0.0659807621135332,0.2800000000000001,30,90.0,-90.0,0.057768880592087624,-0.42471855945962583,-0.30222045683564547,1.213275005357004,-0.0006847450232733157,0.6605213045769156,-0.9471855534033041
0.5,0,0.1,0.5353553390593273,0.07778174593052026,0.28,45,90.0,-90.0,0.06526516881325999,-0.44097453144512827,-0.19535368906799572,1.1361343477488235,-0.001489937702846472,0.6296966833766009,-1.2247027353661826
0.5,0,0.1,0.5140192378864669,0.0842820323027551,0.28,60,90.0,-90.0,0.07281973229753909,-0.42497462289853344,-0.09940318460443685,1.0568265469836746,-0.0009633732477802019,0.6140182264895714,-1.4711938865430163
0.5,0,0.1,0.4917277488195296,0.08503863745620109,0.2800000000000001,75,90.0,-90.0,0.07968590307017684,-0.38752127747913234,-0.018422431312319226,0.9815023502465912,-0.0015511997564260035,0.6075817596546707,-1.69426537604941
0.5,0,0.1,0.47,0.08000000000000003,0.2800000000000001,90,90.0,-90.0,0.08602439575117263,-0.3347824218420352,0.049811655074213625,0.9118441851642106,0.0007050416555281764,0.6100915789562407,-1.9054051914329684
0.45,0.05,0.1,0.48000000000000004,-0.03,0.2800000000000001,-90,90.0,-90.0,0.07766173581530143,0.13484484693479565,-0.029524766654267762,0.992375652269956,0.0016329420879032143,0.6076013213363896,1.705115223429859
0.45,0.05,0.1,0.49968329839687375,-0.019509494750049844,0.2800000000000001,-75,90.0,-90.0,0.07080875097406018,0.09724086808201034,-0.11128215444503504,1.06768965889954,-0.0006508108071873202,0.6152883102465903,1.4072834921332156
0.45,0.05,0.1,0.5159807621135332,-0.004282032302755069,0.28,-60,90.0,-90.0,0.0649200367500287,0.022721498470984,-0.18649612512039726,1.1292313310822621,0.0018588747422509093,0.6279915721848183,1.0678294584585881
0.45,0.05,0.1,0.5277817459305203,0.01464466094067264,0.28,-45,90.0,-90.0,0.06108121144448706,-0.08510669350738805,-0.23785096369755548,1.16857795174165,0.0004226044556758788,0.6395743124154543,0.7001108000894415
0.45,0.05,0.1,0.5342820323027551,0.03598076211353318,0.2800000000000001,-30,90.0,-90.0,0.05992363083721605,-0.2138170142824921,-0.25402403769200066,1.1800649590722927,-4.794112751337418e-05,0.6437810962858985,0.30982454023324724
0.45,0.05,0.1,0.5350386374562011,0.058272251180470414,0.28,-15,90.0,-90.0,0.061745508428055026,-0.33938571551477414,-0.22888212053058882,1.161596976715816,1.2934565180300274e-05,0.637336135600937,-0.07672547527518028
