TCP x,TCP y,TCP z,eef x,eef y,eef z,Cr(rzyz),Pitch(rzyz),Roll(rzyz),Manipulability,joint0,joint1,joint2,joint3,joint4,joint5
-0.1,0,0.2,-0.10000000000000005,0.23000000000000007,0.2,-90,90.0,-90.0,0.09324786483240978,0.8761673273787454,-1.2483770849688463,-1.430712665488818,-0.7489455251236614,-1.9213114779526481,1.2615857312344068
-0.1,0,0.2,-0.15952838037357978,0.22216294004648574,0.19999999999999998,-75,90.0,-90.0,0.1164911101589264,0.9886592498622152,-1.096114247498548,-1.8713168825537108,-0.8511599205680472,-1.686909984331158,1.4410479113451042
-0.1,0,0.2,-0.21500000000000002,0.19918584287042088,0.19999999999999998,-60,90.0,-90.0,0.12786492889977508,1.0728883639576388,-0.9814627995967639,-2.2711898576152563,-1.0246771683613312,-1.513580631041463,1.6654880339160947
-0.1,0,0.2,-0.26263455967290594,0.16263455967290594,0.19999999999999998,-45,90.0,-90.0,0.0855432073301302,1.080639770159143,-0.9106524708960848,-2.6308763340555776,-1.296806178951744,-1.4568102644280077,1.9542107056205318
-0.1,0,0.2,-0.29918584287042094,0.115,0.19999999999999998,-30,90.0,-90.0,0.04837015342013195,0.884221950901945,-0.9350316957151776,-2.9345743065916183,-1.6926061723619286,-1.6784392322203918,2.2914745916778565
-0.1,0,0.2,-0.3221629400464857,0.05952838037357977,0.19999999999999996,-15,90.0,-90.0,0.06308228142530196,-2.0885017420736824,1.1890439856943185,2.2501604943229934,-1.8165567041408741,1.6446296835424665,-1.281563658934303
-0.1,0,0.2,-0.3221629400464857,-0.05952838037357975,0.19999999999999993,15,90.0,-90.0,0.06866740646578377,2.028961128170335,1.1161005364893863,2.204005245155967,-1.3782798527297306,-1.6050370369308324,1.3965478781822274
-0.1,0,0.2,-0.29918584287042094,-0.115,0.2,30,90.0,-90.0,0.10615995452159421,2.1127480769773497,0.91830560436466,1.9242411731104454,-1.5523589826619244,-1.5658295316367723,1.8688169841429658
-0.1,0,0.2,-0.26263455967290594,-0.1626345596729059,0.19999999999999993,45,90.0,-90.0,0.1379285392424505,2.2088994908779185,0.9093617974636032,1.6274045099736731,-1.6921015371226218,-1.6531610839740443,2.170405727333491
-0.1,0,0.2,-0.21500000000000002,-0.1991858428704209,0.19999999999999998,60,90.0,-90.0,0.1305330652371495,2.30309244692298,0.9803879614972049,1.311043098526162,-1.782227132094533,-1.8047680857396027,2.396104934016818
-0.1,0,0.2,-0.15952838037357978,-0.22216294004648574,0.2,75,90.0,-90.0,0.10909502644682537,2.3941964051152778,1.094730050964588,0.9650610571556623,-1.8135486959447107,-1.9946397349773801,2.5998085764305476
-0.1,0,0.2,-0.10000000000000005,-0.23000000000000007,0.2,90,90.0,-90.0,0.08083036564348105,2.4757921951847996,1.2459248819505517,0.5673537078255446,-1.7567642634847092,-2.2130893989800637,2.8366048030139073
-0.1,0.05,0.2,-0.10000000000000005,0.2800000000000001,0.2,-90,90.0,-90.0,0.08162184699144152,-2.230128706090351,1.3165695610149568,1.2561169080130739,2.3976252184494524,-2.0098666193963663,1.1979436795867213
-0.1,0.05,0.2,-0.15952838037357978,0.2721629400464857,0.19999999999999998,-75,90.0,-90.0,0.10935995301545731,-2.114888786620085,1.1452284957174024,1.7229550090678143,2.3163766275998556,-1.7582948062893735,1.3718523195796428
-0.1,0.05,0.2,-0.21500000000000002,0.2491858428704209,0.19999999999999998,-60,90.0,-90.0,0.12640169281737604,-2.0228579231235417,1.0169422266138217,2.134984423484031,2.16544748837485,-1.5643431463848234,1.5795581834392696
-0.1,0.05,0.2,-0.26263455967290594,0.21263455967290595,0.19999999999999998,-45,90.0,-90.0,0.10019134050330829,-1.9896826785114365,0.9271815524010069,2.51024075630771,1.92339869058875,-1.4652282855015022,1.8476878810602384
