0.5,0,0.1,0.53,-0.08,0.2800000000000001,-90,90.0,-90.0,0.0673211526849843,0.4394685894618572,-0.16824928294308614,1.1153015533340345,0.0016119044007758387,0.6243794540565911,2.0081202434663994
0.5,0,0.1,0.5353553390593273,0.07778174593052026,0.28,45,90.0,-90.0,0.06527625240034515,-0.4409356518882862,-0.1948707372019454,1.136066333912956,-0.0013661743166820443,0.6293075149695154,-1.22431140790134
0.5,0,0.1,0.47,0.08000000000000003,0.2800000000000001,90,90.0,-90.0,0.0858797292822119,-0.33526491631821825,0.04959344944703963,0.9122439339636788,0.0012820280046701672,0.6086642920813229,-1.9079086445933264
0.45,0.05,0.1,0.48000000000000004,-0.03,0.2800000000000001,-90,90.0,-90.0,0.07773011272826255,0.1352588791398898,-0.029476243115010164,0.9921334379751116,0.0014327568186627195,0.6084508844992411,1.7052869356743423
0.45,0.05,0.1,0.5277817459305203,0.01464466094067264,0.28,-45,90.0,-90.0,0.06098447445857161,-0.08516210669244179,-0.23861740968406264,1.1692787125947697,-0.000315440971074761,0.6389944792502036,0.699910058853177
0.45,0.05,0.1,0.53,0.08000000000000004,0.2800000000000001,0,90.0,-90.0,0.06618617590623528,-0.4404819632044564,-0.16901745426326817,1.1157779070721991,0.001539102141617968,0.623663276586629,-0.440957344117913
0.45,0.05,0.1,0.4853553390593274,0.12778174593052027,0.28,45,90.0,-90.0,0.08702299071016355,-0.5368360118034116,0.07167298213932607,0.8884701010832063,-0.0012205451353917859,0.6113566664155529,-1.320955467213878
0.45,0.05,0.1,0.42,0.13000000000000003,0.2800000000000001,90,90.0,-90.0,0.10073144043777689,-0.43463889252260285,0.26479149692758264,0.6585011650809051,-0.001365232305835506,0.647061069690546,-2.0034559911475642
0.5,-0.05,0.1,0.53,-0.13,0.2800000000000001,-90,90.0,-90.0,0.07600269036855303,0.6534220433755107,-0.06021785407566341,1.0211643416610918,-0.0012697207949512956,0.6104173641227738,2.225526571567219
0.5,-0.05,0.1,0.5353553390593273,0.027781745930520255,0.28,45,90.0,-90.0,0.06006942396983666,-0.1670145223833181,-0.26613633801377734,1.189163275166709,-0.0010406444478791377,0.6483567234191163,-0.9509876443555071
