TCP x,TCP y,TCP z,eef x,eef y,eef z,Cr(rzyz),Pitch(rzyz),Roll(rzyz),Manipulability,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
0.5,0,0.2,0.53,-0.08,0.3800000000000001,-90,90.0,-90.0,0.07029023121041275,0.4402315891495275,-0.4218691802377813,0.9250088656751996,0.00011019678565157587,1.0665645602589124,2.011917746940293
0.5,0,0.2,0.5496832983968737,-0.06950949475004985,0.3800000000000001,-75,90.0,-90.0,0.06201967688613671,0.4324056351671672,-0.528757989059009,0.9878231862078799,0.0006564021475298486,1.1106871932298785,1.7406809089391442
0.5,0,0.2,0.5659807621135332,-0.05428203230275507,0.38,-60,90.0,-90.0,0.05419136859434483,0.3838370548495875,-0.6361108958136727,1.0428945509342131,0.0008398019444962032,1.164470327167921,1.4297742075454525
0.5,0,0.2,0.4917277488195296,0.08503863745620109,0.3800000000000001,75,90.0,-90.0,0.08405920780360071,-0.3878047349662495,-0.2571227631216573,0.8104030109344896,9.248164149813505e-05,1.0178580681327194,-1.6965212100146636
0.45,0.05,0.2,0.48000000000000004,-0.03,0.3800000000000001,-90,90.0,-90.0,0.08176734353255606,0.13524764441033962,-0.27014061080626317,0.8202375422577114,0.0009107073890608091,1.0210520808912584,-4.576922158035077
0.45,0.05,0.2,0.49968329839687375,-0.019509494750049844,0.3800000000000001,-75,90.0,-90.0,0.07399046412174248,0.0974888289400138,-0.3609637050781857,0.8851950217607476,-0.0006730750931562819,1.045632197474753,-4.8759768183906615
0.45,0.05,0.2,0.5159807621135332,-0.004282032302755069,0.38,-60,90.0,-90.0,0.06759001232071346,0.02350696130757771,-0.4393468169764071,0.935957190169876,-0.0006069742460942641,1.0732854205922226,-5.211313631213785
0.45,0.05,0.2,0.5195094947500498,0.09968329839687373,0.38,15,90.0,-90.0,0.07588698410380137,-0.5052801407931746,-0.33837287524570026,0.8699827257563408,0.0010464262471607175,1.03885924801775,5.514617670001303
0.45,0.05,0.2,0.4853553390593274,0.12778174593052027,0.38,45,90.0,-90.0,0.09202980481226464,-0.5371336047976699,-0.15614235678864288,0.7281753562759619,0.0012414935670283923,0.9992830263975887,4.959792081921446
0.5,-0.05,0.2,0.53,-0.13,0.3800000000000001,-90,90.0,-90.0,0.0798034078145487,0.652892043428814,-0.30489512069595653,0.845823922038601,0.00015609755111368345,1.02861204812189,-4.059310296448889
0.5,-0.05,0.2,0.5659807621135332,-0.10428203230275507,0.38,-60,90.0,-90.0,0.06350951715609629,0.6617339109629476,-0.5075874012838435,0.9764571534877486,-0.00045888669140218614,1.1016565677418884,-4.5737163792435895
0.5,-0.05,0.2,0.5695094947500499,-0.0003167016031262737,0.38,15,90.0,-90.0,0.04862551707710744,0.0019292502190629032,-0.7137080818278261,1.0777155954354969,0.00012501270547557163,1.2060354054655449,-6.542262417254569
0.5,-0.05,0.2,0.5542820323027551,0.015980762113533192,0.3800000000000001,30,90.0,-90.0,0.05480761206004229,-0.10932248545325234,-0.6257619963194175,1.0377949709605998,0.00024007960606765258,1.159327764073715,-6.9153311746300306
0.5,-0.05,0.2,0.5140192378864669,0.0342820323027551,0.38,60,90.0,-90.0,0.07070674061198219,-0.18298267011069355,-0.41566764308837467,0.9210233037472658,0.0010641837322249391,1.0653976735514634,-1.2308967869822194
0.45,-0.1,0.2,0.48000000000000004,-0.18,0.3800000000000001,-90,90.0,-90.0,0.10121819238404842,0.6856148256602229,-0.023769950435994235,0.6070468900366929,-0.0005147374853723577,0.9866145021405816,-4.025695293148565
0.45,-0.1,0.2,0.49968329839687375,-0.16950949475004984,0.3800000000000001,-75,90.0,-90.0,0.09619236320000377,0.7021705096984792,-0.1067932576927802,0.6852447196363257,0.0010414698156119618,0.9919683899799545,-4.272292809498561
0.45,-0.1,0.2,0.5159807621135332,-0.15428203230275508,0.38,-60,90.0,-90.0,0.0880570129071959,0.6977657677087985,-0.19463395595041907,0.7609081762143833,0.00048780173545177544,1.0043795359672345,-4.538302973185096
0.45,-0.1,0.2,0.5277817459305203,-0.13535533905932737,0.38,-45,90.0,-90.0,0.08022994134978402,0.6664682793223334,-0.2824523635739176,0.8296535899082124,-0.0010445327013249655,1.0228165144818429,-4.830107173024924
0.45,-0.1,0.2,0.504282032302755,-0.03401923788646681,0.3800000000000001,30,90.0,-90.0,0.07262044641273055,0.1715707018093963,-0.3721239892945998,0.8927226154231067,0.0009486567452094228,1.049655939894249,-6.635208272226317
0.45,-0.15000000000000002,0.2,0.49968329839687375,-0.21950949475004988,0.3800000000000001,-75,90.0,-90.0,0.09972397935562852,0.8310939422591708,0.024302437214972796,0.5589765007264074,0.0005158809475528752,0.9868974268725751,-4.142470868381584
0.45,-0.15000000000000002,0.2,0.5159807621135332,-0.2042820323027551,0.38,-60,90.0,-90.0,0.10003814390472698,0.8375832328062865,-0.05893845577062005,0.6411316043728209,0.0004625751529742074,0.9876174463086447,-4.39770076713794
0.45,-0.15000000000000002,0.2,0.5350386374562011,-0.1417277488195296,0.38,-15,90.0,-90.0,0.0789439287401166,0.7094011195431673,-0.2888272684716825,0.8342335345549658,0.0009514030266968431,1.0256729139905765,-5.311473168036078
0.45,-0.15000000000000002,0.2,0.53,-0.12,0.3800000000000001,0,90.0,-90.0,0.07536538756813282,0.6146627926923162,-0.33003829854766803,0.8637306811910135,0.0005239248740296266,1.0364808191605632,-5.668691673567029
0.45,-0.15000000000000002,0.2,0.5195094947500498,-0.1003167016031263,0.38,15,90.0,-90.0,0.07476795220251549,0.5074379269331101,-0.3369020848060882,0.8688487577129863,-7.347947717004479e-05,1.0382741379995295,-6.036742028583179
0.45,-0.15000000000000002,0.2,0.4417277488195296,-0.06496136254379893,0.3800000000000001,75,90.0,-90.0,0.09701682760275074,0.24634991384609997,-0.09166048154289172,0.6712054789988777,-0.0003650538374504738,0.9921199011345999,-1.0619613510467107
0.45,-0.15000000000000002,0.2,0.42,-0.06999999999999999,0.3800000000000001,90,90.0,-90.0,0.10037097166090281,0.24501900643718547,-0.006985045748594689,0.5904069465261979,-0.0005396401410325173,0.9881544837297311,-1.3261138815955595
