TCP x,TCP y,TCP z,eef x,eef y,eef z,Cr(rzyz),Pitch(rzyz),Roll(rzyz),Manipulability,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
0.4,0,0.1,0.43000000000000005,-0.08,0.2800000000000001,-90,90.0,-90.0,0.07893108612122214,0.36382277229274756,-0.019023946626304706,0.9820858583292429,0.0005961304273014118,0.607853959566897,1.9332998934350403
0.4,0,0.1,0.44968329839687377,-0.06950949475004985,0.2800000000000001,-75,90.0,-90.0,0.07155895417671311,0.35030334665216273,-0.10581923567480125,1.0627316542419922,0.0010903258293313875,0.6143518863497025,1.657484663771587
0.4,0,0.1,0.46598076211353323,-0.05428203230275507,0.28,-60,90.0,-90.0,0.06469429179305351,0.30171429855170684,-0.19376683391657426,1.1351952793068323,0.0014198707072384127,0.6297914068967466,1.347765788098051
0.4,0,0.1,0.47778174593052025,-0.03535533905932736,0.28,-45,90.0,-90.0,0.05904647430839638,0.21407658029459598,-0.27182735096622346,1.1927623934689555,0.0018477720613055706,0.6497401513453223,0.9970628052990138
0.4,0,0.1,0.48000000000000004,0.030000000000000034,0.2800000000000001,0,90.0,-90.0,0.05796018448313398,-0.18540195736160023,-0.28831438968436107,1.203722097926462,-0.0003660683807940955,0.655603342164821,-0.18497184688344875
0.4,0,0.1,0.4695094947500499,0.04968329839687373,0.28,15,90.0,-90.0,0.06306650801090463,-0.28329446906979977,-0.2155480746606119,1.151848936132881,-0.0005547778217921886,0.6346524308887806,-0.5441797791713846
0.4,0,0.1,0.4542820323027551,0.0659807621135332,0.2800000000000001,30,90.0,-90.0,0.06966726813802904,-0.3409317398927407,-0.1291561626687472,1.0824622757177094,-0.002126863289934151,0.6172339258567164,-0.8631844903114847
0.4,0,0.1,0.4353553390593274,0.07778174593052026,0.28,45,90.0,-90.0,0.07687181967780611,-0.36358445470789286,-0.04134631657034891,1.0038464887936152,0.0005115452762833837,0.6073462001116833,-1.1489487783771177
0.4,0,0.1,0.41401923788646683,0.0842820323027551,0.28,60,90.0,-90.0,0.08449594737816288,-0.3567066562696092,0.041510292868662,0.920680104598211,-0.001034926663677813,0.6093593486025635,-1.4035502201585655
0.4,0,0.1,0.3917277488195296,0.08503863745620109,0.2800000000000001,75,90.0,-90.0,0.0915044512591518,-0.32968512138321626,0.11533006874732349,0.8405049852404904,-0.0011923886563955802,0.6151900811402163,-1.636724382872946
0.4,0,0.1,0.37,0.08000000000000003,0.2800000000000001,90,90.0,-90.0,0.09791790044135501,-0.28812379488325157,0.17854245953883627,0.766123081543382,0.00016914917640100963,0.6268416416864814,-1.8589929374211605
0.4,0.05,0.1,0.43000000000000005,-0.03,0.2800000000000001,-90,90.0,-90.0,0.07453156461893187,0.1417658110681684,-0.06804887561063779,1.028434909352461,0.0012438683902031224,0.609508451209558,1.7114998887039765
0.4,0.05,0.1,0.44968329839687377,-0.019509494750049844,0.2800000000000001,-75,90.0,-90.0,0.06768328225219804,0.10242101275239385,-0.15352336986653733,1.1030375713660827,0.000770770731562674,0.6221006421125936,1.410409493572515
0.4,0.05,0.1,0.46598076211353323,-0.004282032302755069,0.28,-60,90.0,-90.0,0.06170916598539511,0.0247007653747647,-0.23277801736080422,1.1645971510049946,-0.000556353300283796,0.6389931373711455,1.0728686224030015
0.4,0.05,0.1,0.47778174593052025,0.01464466094067264,0.28,-45,90.0,-90.0,0.05781477026093058,-0.090303855129408,-0.28787814230413145,1.203768022915366,-0.0011412893930388569,0.6543238803579164,0.6967705397376146
0.4,0.05,0.1,0.4842820323027551,0.03598076211353318,0.2800000000000001,-30,90.0,-90.0,0.056832904147063185,-0.22723275837700205,-0.30272778239474896,1.2139225104915978,-0.000127610102055671,0.6597394915707706,0.29696642972064413
0.4,0.05,0.1,0.4850386374562011,0.058272251180470414,0.28,-15,90.0,-90.0,0.05885018860583568,-0.359109666360559,-0.27318486109224255,1.194036119010015,-0.0016926905227851192,0.6505593053480534,-0.09641366753686333
0.4,0.05,0.1,0.48000000000000004,0.08000000000000004,0.2800000000000001,0,90.0,-90.0,0.06340492478629502,-0.4628347066765107,-0.20951594024757034,1.147285354841825,-0.0016285800528792324,0.63318843142954,-0.4606341165738714
0.4,0.05,0.1,0.4695094947500499,0.09968329839687373,0.28,15,90.0,-90.0,0.0696239538775082,-0.5292988546617341,-0.12759085457316993,1.0814860374208994,-0.000518883907804796,0.616178426148817,-0.791591661890009
0.4,0.05,0.1,0.4542820323027551,0.1159807621135332,0.2800000000000001,30,90.0,-90.0,0.07692866805929306,-0.5577464575612052,-0.04113664494996127,1.0035284910280486,-0.0012399720926920435,0.6090758058124209,-1.08113715282949
0.4,0.05,0.1,0.4353553390593274,0.12778174593052027,0.28,45,90.0,-90.0,0.08429550683915461,-0.5580749448494527,0.041226052373277526,0.9207363204158863,-0.000995571168510106,0.6085327919275885,-1.3430929231927844
0.4,0.05,0.1,0.41401923788646683,0.1342820323027551,0.28,60,90.0,-90.0,0.09148338776375702,-0.5361232700612456,0.11618847967020535,0.8391258966397074,-0.0015064511581487114,0.61530758857809,-1.5828180738658135
0.4,0.05,0.1,0.3917277488195296,0.1350386374562011,0.2800000000000001,75,90.0,-90.0,0.09809521243725948,-0.4979752129978798,0.1816165048729247,0.7624518339206464,-0.0012203156720330616,0.6273252478920929,-1.8050216884991521
0.4,0.05,0.1,0.37,0.13000000000000003,0.2800000000000001,90,90.0,-90.0,0.10105934168624117,-0.44843043263917076,0.2364832904609428,0.6947975386904948,-0.0011303499518111766,0.638763234846112,-2.0188248216996234
0.35000000000000003,0.05,0.1,0.38000000000000006,-0.03,0.2800000000000001,-90,90.0,-90.0,0.08990443646627642,0.11469124607426588,0.11231264302247873,0.8435552725099442,0.0008676957984006012,0.6148955047060588,1.6839201288450842
0.35000000000000003,0.05,0.1,0.3996832983968738,-0.019509494750049844,0.2800000000000001,-75,90.0,-90.0,0.0830450789559738,0.0806595404755427,0.04067770907836522,0.9217078575954658,0.0013385680527513415,0.6080987707157481,1.3876276989045877
0.35000000000000003,0.05,0.1,0.4159807621135332,-0.004282032302755069,0.28,-60,90.0,-90.0,0.07735388511591962,0.018947328870170935,-0.021848365872709198,0.9851429162425568,0.0012355401135068149,0.6069582928843067,1.06441459665119
0.35000000000000003,0.05,0.1,0.42778174593052026,0.01464466094067264,0.28,-45,90.0,-90.0,0.0736911632555303,-0.06893713227604475,-0.06547493514386182,1.0259753192841856,0.001899046014578394,0.6106684445597979,0.7152841614834685
0.35000000000000003,0.05,0.1,0.43428203230275514,0.03598076211353318,0.2800000000000001,-30,90.0,-90.0,0.07235472692746349,-0.17339251361464525,-0.0811728033189686,1.0403434786367871,0.0017977605004655356,0.6118758747265195,0.3483350240817555
0.35000000000000003,0.05,0.1,0.43503863745620114,0.058272251180470414,0.28,-15,90.0,-90.0,0.07374254909161042,-0.27634836796192186,-0.0640768783169399,1.0250269249399389,-0.0014532688265074664,0.6096659525556763,-0.013131086175171874
0.35000000000000003,0.05,0.1,0.43000000000000005,0.08000000000000004,0.2800000000000001,0,90.0,-90.0,0.07753527661218236,-0.3637342962308925,-0.019893353422895,0.9827429291211911,-0.0007236354483137538,0.6070037487370209,-0.36224686280300983
0.35000000000000003,0.05,0.1,0.4195094947500499,0.09968329839687373,0.28,15,90.0,-90.0,0.08332302700540933,-0.42501529782301306,0.04374895643955024,0.9185174770789519,0.0022886211015645686,0.6084275311429687,-0.687810927771081
0.35000000000000003,0.05,0.1,0.4042820323027551,0.1159807621135332,0.2800000000000001,30,90.0,-90.0,0.0901320221428133,-0.4571897502519543,0.11552978053139068,0.8396980762519966,0.0005663209859821622,0.6144879356695525,-0.9811404959427342
0.35000000000000003,0.05,0.1,0.3853553390593274,0.12778174593052027,0.28,45,90.0,-90.0,0.09751933496693192,-0.4651700148667833,0.1894106291018766,0.7530371697703038,0.0012504111093487335,0.6284902455061747,-1.2509705397051516
0.35000000000000003,0.05,0.1,0.36401923788646684,0.1342820323027551,0.28,60,90.0,-90.0,0.10019487092220838,-0.4527227547434471,0.25969016544208284,0.6652427530153214,-0.001399688409648272,0.6468022943667957,-1.4978803575950708
0.35000000000000003,0.05,0.1,0.3417277488195296,0.1350386374562011,0.2800000000000001,75,90.0,-90.0,0.0988095450261717,-0.42481580370156374,0.32295561598870426,0.5812501598468319,-0.0016560031747386232,0.667117367103531,-1.7333279082603776
0.35000000000000003,0.05,0.1,0.32,0.13000000000000003,0.2800000000000001,90,90.0,-90.0,0.09693499716691051,-0.38575166204746225,0.3775168509003517,0.5058204231714581,-0.0002147041318297056,0.6865470097598131,-1.9554384329382528
0.4,-0.05,0.1,0.43000000000000005,-0.13,0.2800000000000001,-90,90.0,-90.0,0.08629005811939695,0.5540447059864712,0.062144413339766995,0.8991074798331662,-9.09280549102564e-05,0.6102841595143927,2.1239378642138327
0.4,-0.05,0.1,0.44968329839687377,-0.11950949475004985,0.2800000000000001,-75,90.0,-90.0,0.07872769416807948,0.5613591003513058,-0.019388338113297435,0.9824555336067837,-0.0017799226605315541,0.6071794813737129,1.8712979860884413
0.4,-0.05,0.1,0.46598076211353323,-0.10428203230275507,0.28,-60,90.0,-90.0,0.07144187299703558,0.5394475152404666,-0.10528555801062321,1.0620423721631622,-0.0002379586904761523,0.6134871587636436,1.5861502574745328
0.4,-0.05,0.1,0.47778174593052025,-0.08535533905932736,0.28,-45,90.0,-90.0,0.06482338789414688,0.4839431679655582,-0.1893533133150556,1.1321585594716979,0.0015951487183375923,0.6272524606120967,1.2681572844061453
0.4,-0.05,0.1,0.4842820323027551,-0.06401923788646682,0.2800000000000001,-30,90.0,-90.0,0.059816160124765254,0.3905275963440115,-0.2595057577512029,1.18429436643123,-0.0009865120890384593,0.6467521512853712,0.9157744133368293
0.4,-0.05,0.1,0.4850386374562011,-0.04172774881952959,0.28,-15,90.0,-90.0,0.05702815105327223,0.2621599997423479,-0.3001085868965828,1.2119285369829798,0.001769941017055403,0.6590703025629324,0.522574437275379
0.4,-0.05,0.1,0.48000000000000004,-0.01999999999999997,0.2800000000000001,0,90.0,-90.0,0.0573514371427256,0.12442387238249737,-0.29593369715314566,1.208986299385554,4.720691059888069e-05,0.6585679126892602,0.12450861433149707
0.4,-0.05,0.1,0.4695094947500499,-0.0003167016031262737,0.28,15,90.0,-90.0,0.06056073610423291,0.001460630186658227,-0.24915966386642782,1.176731873375584,0.0012997385342153399,0.6440542156374252,-0.26120687084953104
0.4,-0.05,0.1,0.4542820323027551,0.015980762113533192,0.2800000000000001,30,90.0,-90.0,0.06595674430639724,-0.08517527821561621,-0.17532763085452333,1.1206562291881055,-0.0015573914187518587,0.6254159147231161,-0.608280297995295
0.4,-0.05,0.1,0.4353553390593274,0.027781745930520255,0.28,45,90.0,-90.0,0.0727110531056514,-0.13476424316609523,-0.09020903161812861,1.0485164402820102,-0.0007749983435676986,0.6121044841582863,-0.9187187907398847
0.4,-0.05,0.1,0.41401923788646683,0.0342820323027551,0.28,60,90.0,-90.0,0.08004710677452813,-0.15062789034539753,-0.0049163316138910555,0.9679440048083596,-0.0009062021770077143,0.6071625114222907,-1.1962405395537878
0.4,-0.05,0.1,0.3917277488195296,0.03503863745620109,0.2800000000000001,75,90.0,-90.0,0.08740668553304473,-0.14002973985419198,0.07480881619375938,0.8852871666968644,0.0006325526917088343,0.61028182090096,-1.449950680597717
0.4,-0.05,0.1,0.37,0.030000000000000027,0.2800000000000001,90,90.0,-90.0,0.09438583511249539,-0.1106665802799894,0.14599298454288295,0.8050661884814342,-0.001311001450432368,0.619204469375387,-1.6796410225087721
0.35000000000000003,-0.05,0.1,0.38000000000000006,-0.13,0.2800000000000001,-90,90.0,-90.0,0.09912289099910386,0.4635686842111388,0.20747901017250236,0.7308658276408913,0.0008765206863225656,0.632283449891817,2.0329266315011374
0.35000000000000003,-0.05,0.1,0.3996832983968738,-0.11950949475004985,0.2800000000000001,-75,90.0,-90.0,0.09218285085413065,0.4613925096771953,0.134844783808149,0.8178365382374827,0.0018736002087031134,0.6187020193067461,1.7683678853814102
0.35000000000000003,-0.05,0.1,0.4159807621135332,-0.10428203230275507,0.28,-60,90.0,-90.0,0.08511026197272913,0.4356706154074321,0.062362601499751195,0.8986668375330358,0.0004781350069931319,0.6098963577019225,1.483361510430067
0.35000000000000003,-0.05,0.1,0.42778174593052026,-0.08535533905932736,0.28,-45,90.0,-90.0,0.07898510128824379,0.3824237689307557,-0.00415709969045585,0.9674408817176414,-0.0011375717023919037,0.6076248300969379,1.1681402640558698
0.35000000000000003,-0.05,0.1,0.43428203230275514,-0.06401923788646682,0.2800000000000001,-30,90.0,-90.0,0.0745425346525616,0.3014540430923082,-0.055011327199642544,1.0164009905023805,0.0016957936577395578,0.6093473508397439,0.8234977842335041
0.35000000000000003,-0.05,0.1,0.43503863745620114,-0.04172774881952959,0.28,-15,90.0,-90.0,0.072485267825892,0.20079394069650652,-0.07938525932895181,1.0389406329625797,-0.0007657718974207442,0.611501932619113,0.46330856162987244
0.35000000000000003,-0.05,0.1,0.43000000000000005,-0.01999999999999997,0.2800000000000001,0,90.0,-90.0,0.07307874684743114,0.09516636569581897,-0.07266058527621139,1.0326334321949988,-0.001456620451044656,0.6112135366041097,0.09720966600881567
0.35000000000000003,-0.05,0.1,0.4195094947500499,-0.0003167016031262737,0.28,15,90.0,-90.0,0.07616352223333483,0.0014322436424088333,-0.035304450901122185,0.9979544750546968,-0.0001070011379945006,0.6073077023093006,-0.2600077173505371
0.35000000000000003,-0.05,0.1,0.4042820323027551,0.015980762113533192,0.2800000000000001,30,90.0,-90.0,0.08150813536550577,-0.06766572271188842,0.02352089820861287,0.9395882320721799,-0.0013202485860805335,0.6079981390937751,-0.5897279481917496
0.35000000000000003,-0.05,0.1,0.3853553390593274,0.027781745930520255,0.28,45,90.0,-90.0,0.08798062171284915,-0.10869726538573751,0.09358430732861384,0.8645385916426952,0.0006115936341857199,0.6116205559246407,-0.8938699548107866
0.35000000000000003,-0.05,0.1,0.36401923788646684,0.0342820323027551,0.28,60,90.0,-90.0,0.09532529141917175,-0.12365362655941561,0.16702156281218608,0.7800037347511961,0.0010407130791334801,0.623953406531054,-1.1708706557545003
0.35000000000000003,-0.05,0.1,0.3417277488195296,0.03503863745620109,0.2800000000000001,75,90.0,-90.0,0.10030203829893389,-0.11736294827925126,0.23861888728827063,0.6920529661111366,0.0011069896911666084,0.6403989348517737,-1.4277477454825667
0.35000000000000003,-0.05,0.1,0.32,0.030000000000000027,0.2800000000000001,90,90.0,-90.0,0.09932220934812926,-0.09348066562320331,0.3041967324207094,0.6060998951063296,0.00029314924499852595,0.6602001772805335,-1.66448330095235
0.30000000000000004,-0.05,0.1,0.33000000000000007,-0.13,0.2800000000000001,-90,90.0,-90.0,0.09703639994098416,0.3968613572852223,0.3498850060943647,0.5441770470998413,0.001632010723101603,0.6770217328379624,1.9672728228109573
0.30000000000000004,-0.05,0.1,0.3496832983968738,-0.11950949475004985,0.2800000000000001,-75,90.0,-90.0,0.09904514023598236,0.3905716539919684,0.28128921934659484,0.6366736223999613,-0.00030121137627927706,0.6529884326293287,1.699416954865845
0.30000000000000004,-0.05,0.1,0.36598076211353325,-0.10428203230275507,0.28,-60,90.0,-90.0,0.09851831743242274,0.36371624239009415,0.21573019759223902,0.7204457252218661,-0.0006706697331106368,0.6341853365333422,1.412393265560383
0.30000000000000004,-0.05,0.1,0.3777817459305203,-0.08535533905932736,0.28,-45,90.0,-90.0,0.09301572293589098,0.31454946639532033,0.1591850796783085,0.7894005681562393,-0.0008075753993782141,0.6214799238150714,1.099709266312444
0.30000000000000004,-0.05,0.1,0.38428203230275515,-0.06401923788646682,0.2800000000000001,-30,90.0,-90.0,0.08909964117715569,0.24543604606029373,0.11902960298106474,0.8362179794730678,-0.0021210761345749375,0.6156589087359413,0.771596039833727
0.30000000000000004,-0.05,0.1,0.38503863745620115,-0.04172774881952959,0.28,-15,90.0,-90.0,0.087299015290673,0.161953804302552,0.10123172804446744,0.8561764905575651,0.0009122786625857803,0.6125951956310973,0.4222262235604858
0.30000000000000004,-0.05,0.1,0.38000000000000006,-0.01999999999999997,0.2800000000000001,0,90.0,-90.0,0.08827302281667346,0.07642764819523484,0.10953846207564712,0.8465390481922835,0.001750940122423796,0.6155518430081699,0.07597102244297971
0.30000000000000004,-0.05,0.1,0.3695094947500499,-0.0003167016031262737,0.28,15,90.0,-90.0,0.09138040560914795,0.0010199047014127064,0.14213922268060009,0.8096154684210729,0.0014897637964598315,0.619182383360591,-0.2620209464028926
0.30000000000000004,-0.05,0.1,0.3542820323027551,0.015980762113533192,0.2800000000000001,30,90.0,-90.0,0.09634282467512267,-0.05562564553399282,0.1926594749989684,0.7488648947750934,-0.00044446658064017106,0.6281199378389352,-0.5778693465257944
0.30000000000000004,-0.05,0.1,0.3353553390593274,0.027781745930520255,0.28,45,90.0,-90.0,0.09947050541318063,-0.09112102674105568,0.25578244633589214,0.6698557252495629,0.0006646115411325633,0.6442153046634683,-0.8762949433942167
